Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF01957,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),NEAT1_3,Nuclear enriched abundant transcript 1 conserved region 3,Gene; lncRNA;
RF01959,Archaea/Mixed,Archaea (100.00%),"Archaea (68.19%), Eukaryota (30.43%), Bacteria (1.38%), Eukaryota:Fungi (1.24%)",SSU_rRNA_archaea,Archaeal small subunit ribosomal RNA,Gene; rRNA;
RF01960,Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (3.33%)","Eukaryota (99.76%), Eukaryota:Fungi (9.19%), Bacteria (0.23%), Archaea (0.01%)",SSU_rRNA_eukarya,Eukaryotic small subunit ribosomal RNA,Gene; rRNA;
RF01962,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_1,Rhabdomyosarcoma 2 associated transcript conserved region 1,Gene; lncRNA;
RF01963,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_2,Rhabdomyosarcoma 2 associated transcript conserved region 2,Gene; lncRNA;
RF01964,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_3,Rhabdomyosarcoma 2 associated transcript conserved region 3,Gene; lncRNA;
RF01965,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_4,Rhabdomyosarcoma 2 associated transcript conserved region 4,Gene; lncRNA;
RF01966,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_5,Rhabdomyosarcoma 2 associated transcript conserved region 5,Gene; lncRNA;
RF01967,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_6,Rhabdomyosarcoma 2 associated transcript conserved region 6,Gene; lncRNA;
RF01968,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_7,Rhabdomyosarcoma 2 associated transcript conserved region 7,Gene; lncRNA;
RF01969,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_8,Rhabdomyosarcoma 2 associated transcript conserved region 8,Gene; lncRNA;
RF01970,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_9,Rhabdomyosarcoma 2 associated transcript conserved region 9,Gene; lncRNA;
RF01971,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),RMST_10,Rhabdomyosarcoma 2 associated transcript conserved region 10,Gene; lncRNA;
RF01972,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),H19_1,H19 conserved region 1,Gene; lncRNA;
RF01973,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),H19_2,H19 conserved region 2,Gene; lncRNA;
RF01974,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),H19_3,H19 conserved region 3,Gene; lncRNA;
RF01975,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTAIRM1_1,HOX antisense intergenic RNA myeloid 1 conserved region 1,Gene; lncRNA;
RF01976,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTAIRM1_2,HOX antisense intergenic RNA myeloid 1 conserved region 2,Gene; lncRNA;
RF01977,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTAIRM1_3,HOX antisense intergenic RNA myeloid 1 conserved region 3,Gene; lncRNA;
RF01978,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTAIRM1_4,HOX antisense intergenic RNA myeloid 1 conserved region 4,Gene; lncRNA;
RF01979,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTAIRM1_5,HOX antisense intergenic RNA myeloid 1 conserved region 5,Gene; lncRNA;
RF01981,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),PCGEM1,Prostate-specific transcript 1,Gene; lncRNA;
RF01982,Mixed,"Archaea (85.00%), Bacteria (15.00%)","Archaea (55.88%), Bacteria (44.12%)",PYLIS_1,Pyrrolysine insertion sequence 1,Cis-reg;
RF01983,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),Pinc,Pregnancy induced noncoding RNA,Gene; lncRNA;
RF01984,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),ZEB2_AS1_1,ZEB2 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF01985,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),ZEB2_AS1_2,ZEB2 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF01986,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),ZEB2_AS1_3,ZEB2 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF01987,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),ZEB2_AS1_4,ZEB2 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF01988,Bacteria/Mixed,"Bacteria (75.00%), unclassified sequences (25.00%)","Bacteria (89.39%), Eukaryota (10.61%), Eukaryota:Fungi (1.52%)",SECIS_2,Selenocysteine insertion sequence 2,Cis-reg;
RF01989,Bacteria,"Bacteria (91.67%), unclassified sequences (8.33%)","Bacteria (97.37%), Eukaryota (2.63%), Eukaryota:Fungi (0.46%)",SECIS_3,Selenocysteine insertion sequence 3,Cis-reg;
RF01990,Bacteria,"Bacteria (95.83%), unclassified sequences (4.17%)","Bacteria (99.77%), Eukaryota (0.23%)",SECIS_4,Selenocysteine insertion sequence 4,Cis-reg;
RF01991,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SECIS_5,Selenocysteine insertion sequence 5,Cis-reg;
RF01992,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),VIS1,Viral integration site 1,Gene; lncRNA;
RF01996,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-995,mir-995 microRNA precursor family,Gene; miRNA;
RF01997,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-969,mir-969 microRNA precursor family,Gene; miRNA;
RF01998,Bacteria,"Bacteria (67.93%), unclassified sequences (32.07%)","Bacteria (98.60%), Eukaryota (1.25%), Archaea (0.08%), Other (0.08%), Eukaryota:Fungi (0.04%)",group-II-D1D4-1,Group II catalytic intron D1-D4-1,Intron;
RF01999,Bacteria,"Bacteria (71.53%), unclassified sequences (26.39%), Archaea (2.08%)","Bacteria (91.82%), Eukaryota (7.55%), Eukaryota:Fungi (0.63%), Archaea (0.47%), Other (0.16%)",group-II-D1D4-2,Group II catalytic intron D1-D4-2,Intron;
RF02000,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR1846,MIR1846 microRNA precursor family,Gene; miRNA;
RF02001,Bacteria,"Bacteria (61.08%), unclassified sequences (38.92%)","Bacteria (97.94%), Eukaryota (1.81%), Other (0.21%), Archaea (0.05%), Eukaryota:Fungi (0.02%)",group-II-D1D4-3,Group II catalytic intron D1-D4-3,Intron;
RF02003,Bacteria,"Bacteria (71.11%), unclassified sequences (28.89%)","Bacteria (94.44%), Eukaryota (4.17%), Archaea (1.27%), Eukaryota:Fungi (0.35%), Viruses (0.12%)",group-II-D1D4-4,Group II catalytic intron D1-D4-4,Intron;
RF02004,Bacteria,"Bacteria (72.66%), unclassified sequences (27.34%)","Bacteria (98.22%), Viruses (0.96%), Eukaryota (0.82%)",group-II-D1D4-5,Group II catalytic intron D1-D4-5,Intron;
RF02005,Bacteria,"Bacteria (54.02%), unclassified sequences (45.40%), Other (0.57%)","Bacteria (96.65%), Eukaryota (2.31%), Archaea (0.91%), Eukaryota:Fungi (0.24%), Viruses (0.12%)",group-II-D1D4-6,Group II catalytic intron D1-D4-6,Intron;
RF02006,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1253,mir-1253 microRNA precursor family,Gene; miRNA;
RF02007,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1237,mir-1237 microRNA precursor family,Gene; miRNA;
RF02008,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-621,mir-621 microRNA precursor family,Gene; miRNA;
RF02009,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-987,mir-987 microRNA precursor family,Gene; miRNA;
RF02010,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3180,mir-3180 microRNA precursor family,Gene; miRNA;
RF02011,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-575,mir-575 microRNA precursor family,Gene; miRNA;
RF02012,Bacteria/Mixed,"Bacteria (67.21%), unclassified sequences (29.51%), Archaea (2.87%), Eukaryota (0.41%)","Bacteria (78.42%), Eukaryota (18.85%), Eukaryota:Fungi (14.87%), Archaea (2.65%), Viruses (0.07%)",group-II-D1D4-7,Group II catalytic intron D1-D4-7,Intron;
RF02014,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1178,mir-1178 microRNA precursor family,Gene; miRNA;
RF02015,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1287,mir-1287 microRNA precursor family,Gene; miRNA;
RF02016,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1183,mir-1183 microRNA precursor family,Gene; miRNA;
RF02017,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1912,mir-1912 microRNA precursor family,Gene; miRNA;
RF02018,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1207,mir-1207 microRNA precursor family,Gene; miRNA;
RF02019,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1265,mir-1265 microRNA precursor family,Gene; miRNA;
RF02020,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.68%), Viruses (0.32%)",mir-25,mir-25 microRNA precursor family,Gene; miRNA;
RF02021,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3179,mir-3179 microRNA precursor family,Gene; miRNA;
RF02022,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1275,mir-1275 microRNA precursor family,Gene; miRNA;
RF02023,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1208,mir-1208 microRNA precursor family,Gene; miRNA;
RF02024,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1180,mir-1180 microRNA precursor family,Gene; miRNA;
RF02025,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3017,mir-3017 microRNA precursor family,Gene; miRNA;
RF02026,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2833,mir-2833 microRNA precursor family,Gene; miRNA;
RF02027,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR2907,MIR2907 microRNA precursor family,Gene; miRNA;
RF02028,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1827,mir-1827 microRNA precursor family,Gene; miRNA;
RF02029,Bacteria,Bacteria (100.00%),"Bacteria (95.65%), Eukaryota (4.35%), Eukaryota:Fungi (0.87%)",sraA,sraA,Gene; sRNA;
RF02030,Bacteria,"Bacteria (95.83%), unclassified sequences (4.17%)","Bacteria (94.78%), Eukaryota (5.22%), Eukaryota:Fungi (0.87%)",tp2,tp2,Gene; sRNA;
RF02031,Bacteria,Bacteria (100.00%),"Bacteria (94.48%), Eukaryota (5.52%), Eukaryota:Fungi (0.69%)",tpke11,tpke11,Gene; sRNA;
RF02032,Mixed,"unclassified sequences (80.00%), Viruses (11.43%), Bacteria (8.57%)","Viruses (74.00%), Bacteria (24.00%), Eukaryota (2.00%)",GOLLD,"Giant, ornate, lake- and Lactobacillales-derived (GOLLD) RNA",Gene;
RF02033,Bacteria,"Bacteria (85.61%), unclassified sequences (12.95%), Archaea (0.72%), Viruses (0.72%)","Bacteria (97.69%), Archaea (1.26%), Eukaryota (0.63%), Eukaryota:Fungi (0.53%), Viruses (0.42%)",HEARO,HNH endonuclease-associated RNA and ORF (HEARO) RNA,Gene;
RF02034,Mixed/Bacteria,unclassified sequences (100.00%),Bacteria (100.00%),IMES-1,IMES-1 RNA motif,Gene;
RF02035,Mixed/Bacteria,unclassified sequences (100.00%),Bacteria (100.00%),IMES-2,IMES-2 RNA motif,Gene;
RF02036,Mixed/No Data,unclassified sequences (100.00%),No Data,IMES-3,IMES-3 RNA motif,Gene;
RF02037,Mixed/Bacteria,unclassified sequences (100.00%),Bacteria (100.00%),IMES-4,IMES-4 RNA motif,Gene;
RF02038,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SPRY4-IT1_1,SPRY4-IT1 conserved region 1,Gene; lncRNA;
RF02039,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SPRY4-IT1_2,SPRY4-IT1 conserved region 2,Gene; lncRNA;
RF02040,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTTIP_1,"HOXA transcript at the distal tip, conserved region 1",Gene; lncRNA;
RF02041,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTTIP_2,"HOXA transcript at the distal tip, conserved region 2",Gene; lncRNA;
RF02042,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTTIP_3,"HOXA transcript at the distal tip, conserved region 3",Gene; lncRNA;
RF02043,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOTTIP_4,"HOXA transcript at the distal tip, conserved region 4",Gene; lncRNA;
RF02044,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),CDKN2B-AS_2,CDKN2B antisense RNA 1 convserved region 2,Gene; lncRNA;
RF02045,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),CDKN2B-AS_3,CDKN2B antisense RNA 1 convserved region 3,Gene; lncRNA;
RF02046,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.37%)",Sphinx_1,Sphinx_ conserved region 1,Gene; lncRNA;
RF02047,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.66%), Bacteria (0.34%)",Sphinx_2,Sphinx conserved region 2,Gene; lncRNA;
RF02048,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc30,Salmonella enterica conserved region STnc30,Gene; sRNA;
RF02049,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc460,Salmonella enterica sRNA STnc460,Gene; sRNA;
RF02050,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc470,Salmonella enterica sRNA STnc470,Gene; sRNA;
RF02051,Bacteria,"Bacteria (83.33%), unclassified sequences (16.67%)","Bacteria (95.00%), Eukaryota (5.00%)",STnc450,Enterobacterial sRNA STnc450,Gene; sRNA;
RF02052,Bacteria,"Bacteria (90.00%), unclassified sequences (10.00%)","Bacteria (95.45%), Eukaryota (4.55%)",STnc630,Enterobacterial sRNA STnc630,Gene; sRNA;
RF02053,Bacteria/Mixed,"Bacteria (71.43%), unclassified sequences (28.57%)","Bacteria (89.19%), Eukaryota (10.81%), Eukaryota:Fungi (2.70%)",STnc430,Enterobacterial sRNA STnc430,Gene; sRNA;
RF02054,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc420,Salmonella enterica sRNA STnc420,Gene; sRNA;
RF02055,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc380,Enterobacterial sRNA STnc380,Gene; sRNA;
RF02056,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc390,Salmonella sRNA STnc390,Gene; sRNA;
RF02057,Bacteria,"Bacteria (94.12%), unclassified sequences (5.88%)","Bacteria (92.86%), Eukaryota (7.14%), Eukaryota:Fungi (1.79%)",STnc40,Salmonella enterica sRNA STnc40,Gene; sRNA;
RF02058,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc400,Gammaproteobacterial sRNA STnc400,Gene;
RF02059,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc50,Salmonella enterica sRNA STnc40,Gene; sRNA;
RF02060,Bacteria,"Bacteria (64.29%), unclassified sequences (35.71%)",Bacteria (100.00%),STnc410,Enterobacterial sRNA STnc410,Gene; sRNA;
RF02061,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-301,mir-301 microRNA precursor family,Gene; miRNA;
RF02062,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc361,Salmonella enterica sRNA STnc361,Gene; sRNA;
RF02063,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc350,Salmonella enterica sRNA STnc350,Gene; sRNA;
RF02064,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc370,Enterobacterial sRNA STnc370,Gene; sRNA;
RF02065,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc340,Enterobacterial sRNA STnc340,Gene; sRNA;
RF02066,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc320,Salmonella enterica sRNA STnc320,Gene; sRNA;
RF02067,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc310,Salmonella enterica sRNA STnc310,Gene; sRNA;
RF02068,Bacteria,"Bacteria (83.33%), unclassified sequences (16.67%)",Bacteria (100.00%),STnc480,Enterobacterial sRNA STnc480,Gene; sRNA;
RF02069,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (89.47%), Eukaryota (10.53%)",STnc70,Enterobacterial sRNA STnc70,Gene; sRNA;
RF02070,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc300,Salmonella enterica sRNA STnc300,Gene; sRNA;
RF02071,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc280,Salmonella enterica sRNA STnc280,Gene; sRNA;
RF02072,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc590,Salmonella enterica sRNA STnc590,Gene; sRNA;
RF02073,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc260,Salmonella enterica sRNA STnc260,Gene; sRNA;
RF02074,Bacteria,"Bacteria (86.67%), unclassified sequences (13.33%)","Bacteria (96.05%), Eukaryota (3.95%), Eukaryota:Fungi (1.32%)",STnc240,Enterobacterial sRNA STnc240,Gene; sRNA;
RF02075,Bacteria,"Bacteria (72.73%), unclassified sequences (27.27%)",Bacteria (100.00%),STnc230,Enterobacterial sRNA STnc230,Gene; sRNA;
RF02076,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (49.64%), Viruses (45.32%), Eukaryota (5.04%)",STnc100,Gammaproteobacterial sRNA STnc100,Gene; sRNA;
RF02077,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc220,Salmonella enterica sRNA STnc220,Gene; sRNA;
RF02078,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc210,Salmonella enterica sRNA STnc210,Gene; sRNA;
RF02079,Bacteria,"Bacteria (90.00%), unclassified sequences (10.00%)","Bacteria (90.62%), Eukaryota (9.38%)",STnc180,Enterobacterial sRNA STnc180,Gene; sRNA;
RF02080,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc170,Salmonella enterica sRNA STnc170,Gene; sRNA;
RF02081,Bacteria,"Bacteria (90.91%), unclassified sequences (9.09%)","Bacteria (91.67%), Eukaryota (8.33%), Eukaryota:Fungi (1.39%)",STnc550,Enterobacterial sRNA STnc550,Gene; sRNA;
RF02082,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (88.24%), Eukaryota (11.76%)",STnc540,Enterobacterial sRNA STnc540,Gene; sRNA;
RF02083,Bacteria,Bacteria (100.00%),"Bacteria (93.33%), Eukaryota (6.67%)",OrzO-P,OrzO-P RNA antitoxin family,Gene; antitoxin;
RF02084,Bacteria,Bacteria (100.00%),"Bacteria (94.44%), Eukaryota (2.78%), Viruses (2.78%)",STnc130,Enterobacteria sRNA STnc130,Gene; sRNA;
RF02085,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),Yar_1,Yellow-achaete intergenic RNA conserved region 1,Gene; lncRNA;
RF02086,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),Yar_2,Yellow-achaete intergenic RNA conserved region 2,Gene; lncRNA;
RF02087,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),Yar_3,Yellow-achaete intergenic RNA conserved region 3,Gene; lncRNA;
RF02088,Bacteria,Bacteria (100.00%),Bacteria (100.00%),STnc510,Enterobacterial sRNA STnc510,Gene; sRNA;
RF02089,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),CLRN1-AS1,CLRN1 antisense RNA 1 conserved region,Gene; lncRNA;
RF02090,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DAOA-AS1_1,DAOA antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02091,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DAOA-AS1_2,DAOA antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02092,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2970,mir-2970 microRNA precursor family,Gene; miRNA;
RF02093,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2968,mir-2968 microRNA precursor family,Gene; miRNA;
RF02094,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1803,mir-1803 microRNA precursor microRNA precursor family,Gene; miRNA;
RF02095,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2985,mir-2985 microRNA precursor family,Gene; miRNA;
RF02097,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1662,mir-1662 microRNA precursor family,Gene; miRNA;
RF02098,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DGCR5,DiGeorge syndrome critical region gene 5 conserved region,Gene; lncRNA;
RF02099,Bacteria,Bacteria (100.00%),Bacteria (100.00%),rivX,rivX sRNA,Gene; sRNA;
RF02100,Bacteria,Bacteria (100.00%),Bacteria (100.00%),tfoR,Translational regulator of tfoXVC,Gene; sRNA;
RF02101,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HULC,Highly up-regulated in liver cancer conserved region,Gene; lncRNA;
RF02102,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DISC2,Disrupted in schizophrenia 2 conserved region,Gene; lncRNA;
RF02103,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.40%)",DLEU1_1,Deleted in lymphocytic leukemia 1 conserved region 1,Gene; lncRNA;
RF02104,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU1_2,Deleted in lymphocytic leukemia 1 conserved region 2,Gene; lncRNA;
RF02105,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU2_1,Deleted in lymphocytic leukemia 2 conserved region 1,Gene; lncRNA;
RF02106,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU2_2,Deleted in lymphocytic leukemia 2 conserved region 2,Gene; lncRNA;
RF02107,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU2_3,Deleted in lymphocytic leukemia 2 conserved region 3,Gene; lncRNA;
RF02108,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU2_4,Deleted in lymphocytic leukemia 2 conserved region 4,Gene; lncRNA;
RF02109,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU2_5,Deleted in lymphocytic leukemia 2 conserved region 5,Gene; lncRNA;
RF02110,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLEU2_6,Deleted in lymphocytic leukemia 2 conserved region 6,Gene; lncRNA;
RF02111,Bacteria/Mixed,"Bacteria (90.91%), unclassified sequences (9.09%)","Bacteria (73.47%), Viruses (18.37%), Eukaryota (8.16%)",IS009,IS009,Gene;
RF02112,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLG2-AS1_1,DLG2 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02113,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),DLG2-AS1_2,DLG2 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02114,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FAM13A-AS1_1,FAM13A antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02115,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FAM13A-AS1_2,FAM13A antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02116,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FAS-AS1,FAS antisense RNA 1 conserved region,Gene; lncRNA;
RF02117,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FMR1-AS1_1,FMR1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02118,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FMR1-AS1_2,FMR1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02119,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FTX_1,"FTX transcript, XIST regulator conserved region 1",Gene; lncRNA;
RF02120,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FTX_2,"FTX transcript, XIST regulator conserved region 2",Gene; lncRNA;
RF02121,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FTX_3,"FTX transcript, XIST regulator conserved region 3",Gene; lncRNA;
RF02122,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FTX_5,"FTX transcript, XIST regulator conserved region 5",Gene; lncRNA;
RF02123,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),FTX_4,"FTX transcript, XIST regulator conserved region 4",Gene; lncRNA;
RF02124,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),JPX_1,"JPX transcript, XIST activator conserved region 1",Gene; lncRNA;
RF02125,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),JPX_2,"JPX transcript, XIST activator conserved region 2",Gene; lncRNA;
RF02126,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GHRLOS,Ghrelin opposite strand RNA conserved region,Gene; lncRNA;
RF02127,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GNAS-AS1_1,GNAS antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02128,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GNAS-AS1_2,GNAS antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02129,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GNAS-AS1_3,GNAS antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02130,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GNAS-AS1_4,GNAS antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02131,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GNAS-AS1_5,GNAS antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02132,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXB13-AS1_1,HOXB13 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02133,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXB13-AS1_2,HOXB13 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02134,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HTT-AS1_1,HTT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02135,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HTT-AS1_2,HTT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02136,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HTT-AS1_3,HTT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02137,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXA11-AS1_1,HOXA11 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02138,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXA11-AS1_2,HOXA11 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02139,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXA11-AS1_3,HOXA11 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02140,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXA11-AS1_4,HOXA11 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02141,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),HOXA11-AS1_5,HOXA11 antisense RNA 1 conserved region 5,Gene; lncRNA;
