Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF02109,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),DLEU2_5,Deleted in lymphocytic leukemia 2 conserved region 5,Gene; lncRNA;
RF02110,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),DLEU2_6,Deleted in lymphocytic leukemia 2 conserved region 6,Gene; lncRNA;
RF02112,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),DLG2-AS1_1,DLG2 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02113,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),DLG2-AS1_2,DLG2 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02114,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FAM13A-AS1_1,FAM13A antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02115,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FAM13A-AS1_2,FAM13A antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02116,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FAS-AS1,FAS antisense RNA 1 conserved region,Gene; lncRNA;
RF02117,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FMR1-AS1_1,FMR1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02118,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FMR1-AS1_2,FMR1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02119,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FTX_1,"FTX transcript, XIST regulator conserved region 1",Gene; lncRNA;
RF02120,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FTX_2,"FTX transcript, XIST regulator conserved region 2",Gene; lncRNA;
RF02121,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FTX_3,"FTX transcript, XIST regulator conserved region 3",Gene; lncRNA;
RF02122,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FTX_5,"FTX transcript, XIST regulator conserved region 5",Gene; lncRNA;
RF02123,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FTX_4,"FTX transcript, XIST regulator conserved region 4",Gene; lncRNA;
RF02124,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),JPX_1,"JPX transcript, XIST activator conserved region 1",Gene; lncRNA;
RF02125,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),JPX_2,"JPX transcript, XIST activator conserved region 2",Gene; lncRNA;
RF02126,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GHRLOS,Ghrelin opposite strand RNA conserved region,Gene; lncRNA;
RF02127,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GNAS-AS1_1,GNAS antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02128,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GNAS-AS1_2,GNAS antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02129,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GNAS-AS1_3,GNAS antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02130,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GNAS-AS1_4,GNAS antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02131,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GNAS-AS1_5,GNAS antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02132,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXB13-AS1_1,HOXB13 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02133,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXB13-AS1_2,HOXB13 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02134,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HTT-AS1_1,HTT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02135,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HTT-AS1_2,HTT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02136,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HTT-AS1_3,HTT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02137,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXA11-AS1_1,HOXA11 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02138,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXA11-AS1_2,HOXA11 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02139,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXA11-AS1_3,HOXA11 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02140,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXA11-AS1_4,HOXA11 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02141,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXA11-AS1_5,HOXA11 antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02142,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HOXA11-AS1_6,HOXA11 antisense RNA 1 conserved region 6,Gene; lncRNA;
RF02143,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),HYMAI,Hydatidiform mole associated and imprinted conserved region 1,Gene; lncRNA;
RF02145,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MEG8_1,Maternally expressed 8 exon 1,Gene; lncRNA;
RF02146,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MEG8_2,Maternally expressed 8 exon 2,Gene; lncRNA;
RF02147,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MEG8_3,Maternally expressed 8 exon 3,Gene; lncRNA;
RF02148,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MESTIT1_1,"MEST intronic transcript 1, antisense RNA conserved region 1",Gene; lncRNA;
RF02149,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MESTIT1_2,"MEST intronic transcript 1, antisense RNA conserved region 2",Gene; lncRNA;
RF02150,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MESTIT1_3,"MEST intronic transcript 1, antisense RNA conserved region 3",Gene; lncRNA;
RF02151,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIMT1_1,MER1 repeat containing imprinted transcript 1 conserved region 1,Gene; lncRNA;
RF02153,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),NBR2,Neighbour of BRCA1 gene 2 converved region,Gene; lncRNA;
RF02154,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),NCRUPAR_1,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 1",Gene; lncRNA;
RF02155,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),NCRUPAR_2,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 2",Gene; lncRNA;
RF02156,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),NPPA-AS1_1,NPPA antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02157,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),NPPA-AS1_2,NPPA antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02158,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),NPPA-AS1_3,NPPA antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02159,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PART1_1,Prostate androgen-regulated transcript 1 conserved region 1,Gene; lncRNA;
RF02160,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PART1_2,Prostate androgen-regulated transcript 1 conserved region 2,Gene; lncRNA;
RF02161,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PART1_3,Prostate androgen-regulated transcript 1 conserved region 3,Gene; lncRNA;
RF02162,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),XIST_A_REPEAT,XIST RNA A repeat,Gene; sRNA;
RF02164,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_1,Pvt1 oncogene conserved region 1,Gene; lncRNA;
RF02165,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_2,Pvt1 oncogene conserved region 2,Gene; lncRNA;
RF02166,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_3,Pvt1 oncogene conserved region 3,Gene; lncRNA;
RF02167,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_4,Pvt1 oncogene conserved region 4,Gene; lncRNA;
RF02168,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_5,Pvt1 oncogene conserved region 5,Gene; lncRNA;
RF02169,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_6,Pvt1 oncogene conserved region 6,Gene; lncRNA;
RF02170,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PVT1_7,Pvt1 oncogene conserved region 7,Gene; lncRNA;
RF02171,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),RFPL3-AS1_1,RFPL3 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02172,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),RFPL3-AS1_2,RFPL3 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02173,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SMAD5-AS1_1,SMAD5 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02174,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SMAD5-AS1_2,SMAD5 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02175,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SMAD5-AS1_3,SMAD5 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02176,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SMAD5-AS1_4,SMAD5 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02177,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SMCR2_1,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 1",Gene; lncRNA;
RF02178,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SMCR2_2,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 2",Gene; lncRNA;
RF02179,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-AS1_1,ST7 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02180,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-AS1_2,ST7 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02181,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-AS2_1,ST7 antisense RNA 2 conserved region 1,Gene; lncRNA;
RF02182,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-AS2_2,ST7 antisense RNA 2 conserved region 2,Gene; lncRNA;
RF02183,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT3_1,ST7 overlapping transcript 3 conserved region 1,Gene; lncRNA;
RF02184,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT3_2,ST7 overlapping transcript 3 conserved region 2,Gene; lncRNA;
RF02185,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT3_3,ST7 overlapping transcript 3 conserved region 3,Gene; lncRNA;
RF02186,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT3_4,ST7 overlapping transcript 3 conserved region 4,Gene; lncRNA;
RF02187,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT4_1,ST7 overlapping transcript 4 conserved region 1,Gene; lncRNA;
RF02188,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT4_2,ST7 overlapping transcript 4 conserved region 2,Gene; lncRNA;
RF02189,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT4_3,ST7 overlapping transcript 4 conserved region 3,Gene; lncRNA;
RF02190,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ST7-OT4_4,ST7 overlapping transcript 4 conserved region 4,Gene; lncRNA;
RF02191,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TCL6_1,T-cell leukemia/lymphoma 6 conserved region 1,Gene; lncRNA;
RF02192,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TCL6_2,T-cell leukemia/lymphoma 6 conserved region 2,Gene; lncRNA;
RF02193,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TCL6_3,T-cell leukemia/lymphoma 6 conserved region 3,Gene; lncRNA;
RF02195,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TP53TG1_1,TP53 target 1 conserved region 1,Gene; lncRNA;
RF02196,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TP53TG1_2,TP53 target 1 conserved region 2,Gene; lncRNA;
RF02197,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TP73-AS1,TP73 antisense RNA 1 conserved region,Gene; lncRNA;
RF02198,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TTC28-AS1_1,TTC28 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02199,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TTC28-AS1_2,TTC28 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02200,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TTC28-AS1_3,TTC28 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02201,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TTC28-AS1_4,TTC28 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02202,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),UCA1,Urothelial cancer associated 1 conserved region,Gene; lncRNA;
RF02203,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_1,WT1 antisense RNA conserved region 1,Gene; lncRNA;
RF02204,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_2,WT1 antisense RNA conserved region 2,Gene; lncRNA;
RF02205,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_3,WT1 antisense RNA conserved region 3,Gene; lncRNA;
RF02206,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_4,WT1 antisense RNA conserved region 4,Gene; lncRNA;
RF02207,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_5,WT1 antisense RNA conserved region 5,Gene; lncRNA;
RF02208,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_6,WT1 antisense RNA conserved region 6,Gene; lncRNA;
RF02209,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_7,WT1 antisense RNA conserved region 7,Gene; lncRNA;
RF02210,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WT1-AS_8,WT1 antisense RNA conserved region 8,Gene; lncRNA;
RF02211,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZFAT-AS1_1,ZFAT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02212,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZFAT-AS1_2,ZFAT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02213,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZFAT-AS1_3,ZFAT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02214,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-56,microRNA mir-56,Gene; miRNA;
RF02215,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZNFX1-AS1_1,ZNFX1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02216,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZNFX1-AS1_2,ZNFX1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02217,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZNFX1-AS1_3,ZNFX1 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02218,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZNRD1-AS1_1,ZNRD1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02219,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZNRD1-AS1_2,ZNRD1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02220,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ZNRD1-AS1_3,ZNRD1 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02244,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-785,microRNA mir-785,Gene; miRNA;
RF02245,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-788,microRNA mir-788,Gene; miRNA;
RF02246,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_1,Six3os1 conserved region 1,Gene; lncRNA;
RF02247,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_2,Six3os1 conserved region 2,Gene; lncRNA;
RF02248,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_3,Six3os1 conserved region 3,Gene; lncRNA;
RF02249,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_4,Six3os1 conserved region 4,Gene; lncRNA;
RF02250,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_5,Six3os1 conserved region 5,Gene; lncRNA;
RF02251,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_6,Six3os1 conserved region 6,Gene; lncRNA;
RF02252,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Six3os1_7,Six3os1 conserved region 7,Gene; lncRNA;
RF02253,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.13%), Bacteria (0.65%), Other (0.11%), Archaea (0.11%)",IRE_II,Iron response element II,Cis-reg;
RF02254,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-35,microRNA mir-35,Gene; miRNA;
RF02255,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),adapt33_1,Adaptive response 33 conserved region 1,Gene; lncRNA;
RF02256,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),adapt33_2,Adaptive response 33 conserved region 2,Gene; lncRNA;
RF02257,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),adapt33_3,Adaptive response 33 conserved region 3,Gene; lncRNA;
RF02258,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),adapt33_4,Adaptive response 33 conserved region 4,Gene; lncRNA;
RF02259,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Vax2os1_1,Vax2os1 conserved region 1,Gene; lncRNA;
RF02260,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MAT2A_A,MAT2A 3'UTR stem loop A,Cis-reg;
RF02261,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MAT2A_B,MAT2A 3'UTR stem loop B,Cis-reg;
RF02262,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MAT2A_C,MAT2A 3'UTR stem loop C,Cis-reg;
RF02263,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MAT2A_D,MAT2A 3'UTR stem loop D,Cis-reg;
RF02264,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MAT2A_E,MAT2A 3'UTR stem loop E,Cis-reg;
RF02265,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MAT2A_F,MAT2A 3'UTR stem loop F,Cis-reg;
RF02266,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),XIST_intron,XIST 3' intron conserved motif,Gene; lncRNA;
RF02267,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Vax2os1_2,Vax2os1 conserved region 2,Gene; lncRNA;
RF02271,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),uc_338,TUC338,Cis-reg;
RF02272,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Vax2os1_3,Vax2os1 conserved region 3,Gene; lncRNA;
RF02275,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Hammerhead_HH9,Hammerhead ribozyme HH9,Gene; ribozyme;
RF02277,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Hammerhead_HH10,Hammerhead ribozyme HH10,Gene; ribozyme;
RF02279,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD1,Tetrahymena snoRNA TtnuCD1,Gene; snRNA; snoRNA; CD-box;
RF02280,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD3,Tetrahymena snoRNA TtnuCD3,Gene; snRNA; snoRNA; CD-box;
RF02281,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD4,Tetrahymena snoRNA TtnuCD4,Gene; snRNA; snoRNA; CD-box;
RF02282,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD5,Tetrahymena snoRNA TtnuCD5,Gene; snRNA; snoRNA; CD-box;
RF02283,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD6,Tetrahymena snoRNA TtnuCD6,Gene; snRNA; snoRNA; CD-box;
RF02284,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD7,Tetrahymena snoRNA TtnuCD7,Gene; snRNA; snoRNA; CD-box;
RF02285,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD8,Tetrahymena snoRNA TtnuCD8,Gene; snRNA; snoRNA; CD-box;
RF02286,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD9,Tetrahymena snoRNA TtnuCD9,Gene; snRNA; snoRNA; CD-box;
RF02287,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD10,Tetrahymena snoRNA TtnuCD10,Gene; snRNA; snoRNA; CD-box;
RF02288,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD11,Tetrahymena snoRNA TtnuCD11,Gene; snRNA; snoRNA; CD-box;
RF02289,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD13,Tetrahymena snoRNA TtnuCD13,Gene; snRNA; snoRNA; CD-box;
RF02290,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD14,Tetrahymena snoRNA TtnuCD14,Gene; snRNA; snoRNA; CD-box;
RF02291,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD15,Tetrahymena snoRNA TtnuCD15,Gene; snRNA; snoRNA; CD-box;
RF02292,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD16,Tetrahymena snoRNA TtnuCD16,Gene; snRNA; snoRNA; CD-box;
RF02293,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD17,Tetrahymena snoRNA TtnuCD17,Gene; snRNA; snoRNA; CD-box;
RF02294,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD18,Tetrahymena snoRNA TtnuCD18,Gene; snRNA; snoRNA; CD-box;
RF02295,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD19,Tetrahymena snoRNA TtnuCD19,Gene; snRNA; snoRNA; CD-box;
RF02296,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD20,Tetrahymena snoRNA TtnuCD20,Gene; snRNA; snoRNA; CD-box;
RF02297,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD21,Tetrahymena snoRNA TtnuCD21,Gene; snRNA; snoRNA; CD-box;
RF02298,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD22,Tetrahymena snoRNA TtnuCD22,Gene; snRNA; snoRNA; CD-box;
RF02299,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD23,Tetrahymena snoRNA TtnuCD23,Gene; snRNA; snoRNA; CD-box;
RF02300,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD24,Tetrahymena snoRNA TtnuCD24,Gene; snRNA; snoRNA; CD-box;
RF02301,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD25,Tetrahymena snoRNA TtnuCD25,Gene; snRNA; snoRNA; CD-box;
RF02302,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD26,Tetrahymena snoRNA TtnuCD26,Gene; snRNA; snoRNA; CD-box;
RF02303,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD28,Tetrahymena snoRNA TtnuCD28,Gene; snRNA; snoRNA; CD-box;
RF02304,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD29,Tetrahymena snoRNA TtnuCD29,Gene; snRNA; snoRNA; CD-box;
RF02305,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD31,Tetrahymena snoRNA TtnuCD31,Gene; snRNA; snoRNA; CD-box;
RF02306,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD32,Tetrahymena snoRNA TtnuCD32,Gene; snRNA; snoRNA; CD-box;
RF02307,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD33,Tetrahymena snoRNA TtnuCD33,Gene; snRNA; snoRNA; CD-box;
RF02308,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuCD34,Tetrahymena snoRNA TtnuCD34,Gene; snRNA; snoRNA; CD-box;
RF02309,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA1,Tetrahymena snoRNA TtnuHACA1,Gene; snRNA; snoRNA; HACA-box;
RF02310,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA2,Tetrahymena snoRNA TtnuHACA2,Gene; snRNA; snoRNA; HACA-box;
RF02311,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA3,Tetrahymena snoRNA TtnuHACA3,Gene; snRNA; snoRNA; HACA-box;
RF02312,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA5,Tetrahymena snoRNA TtnuHACA5,Gene; snRNA; snoRNA; HACA-box;
RF02313,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA6,Tetrahymena snoRNA TtnuHACA6,Gene; snRNA; snoRNA; HACA-box;
RF02314,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA7,Tetrahymena snoRNA TtnuHACA7,Gene; snRNA; snoRNA; HACA-box;
RF02315,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA8,Tetrahymena snoRNA TtnuHACA8,Gene; snRNA; snoRNA; HACA-box;
RF02316,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA9,Tetrahymena snoRNA TtnuHACA9,Gene; snRNA; snoRNA; HACA-box;
RF02317,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA10,Tetrahymena snoRNA TtnuHACA10,Gene; snRNA; snoRNA; HACA-box;
RF02318,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA11a,Tetrahymena snoRNA TtnuHACA11a,Gene; snRNA; snoRNA; HACA-box;
RF02319,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA12,Tetrahymena snoRNA TtnuHACA12,Gene; snRNA; snoRNA; HACA-box;
RF02320,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA13,Tetrahymena snoRNA TtnuHACA13,Gene; snRNA; snoRNA; HACA-box;
RF02321,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA14,Tetrahymena snoRNA TtnuHACA14,Gene; snRNA; snoRNA; HACA-box;
RF02322,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TtnuHACA15,Tetrahymena snoRNA TtnuHACA15,Gene; snRNA; snoRNA; HACA-box;
