Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF01584,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR03,small nucleolar RNA snoR03,Gene; snRNA; snoRNA; HACA-box;
RF01585,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR07,small nucleolar RNA snoR07,Gene; snRNA; snoRNA; CD-box;
RF01586,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR09,small nucleolar RNA snoR09,Gene; snRNA; snoRNA; CD-box;
RF01587,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR10,small nucleolar RNA snoR10,Gene; snRNA; snoRNA; CD-box;
RF01588,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR13,small nucleolar RNA snoR13,Gene; snRNA; snoRNA; CD-box;
RF01589,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR11,small nucleolar RNA snoR11,Gene; snRNA; snoRNA; HACA-box;
RF01590,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR14,small nucleolar RNA snoR14,Gene; snRNA; snoRNA; CD-box;
RF01591,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR15,small nucleolar RNA snoR15,Gene; snRNA; snoRNA; CD-box;
RF01592,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR17,small nucleolar RNA snoR17,Gene; snRNA; snoRNA; CD-box;
RF01593,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR16,small nucleolar RNA snoR16,Gene; snRNA; snoRNA; CD-box;
RF01594,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR18,small nucleolar RNA snoR18,Gene; snRNA; snoRNA; CD-box;
RF01595,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR19,small nucleolar RNA snoR19,Gene; snRNA; snoRNA; CD-box;
RF01596,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR20,small nucleolar RNA snoR20,Gene; snRNA; snoRNA; CD-box;
RF01597,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR22,small nucleolar RNA snoR22,Gene; snRNA; snoRNA; CD-box;
RF01598,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR23,small nucleolar RNA snoR23,Gene; snRNA; snoRNA; CD-box;
RF01599,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR24,small nucleolar RNA snoR24,Gene; snRNA; snoRNA; CD-box;
RF01600,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR25,small nucleolar RNA snoR25,Gene; snRNA; snoRNA; CD-box;
RF01601,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR26,small nucleolar RNA snoR26,Gene; snRNA; snoRNA; CD-box;
RF01602,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR27,small nucleolar RNA snoR27,Gene; snRNA; snoRNA; HACA-box;
RF01603,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR29,small nucleolar RNA snoR29,Gene; snRNA; snoRNA; CD-box;
RF01604,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR28,small nucleolar RNA snoR28,Gene; snRNA; snoRNA; CD-box;
RF01605,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR30,small nucleolar RNA snoR30,Gene; snRNA; snoRNA; CD-box;
RF01606,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),plasmodium_snoR31,small nucleolar RNA snoR31,Gene; snRNA; snoRNA; HACA-box;
RF01607,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN100,C. elegans snoRNA ceN100,Gene; snRNA; snoRNA; HACA-box;
RF01608,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN102,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;
RF01609,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN103,Caenorhabditis snoRNA ceN103,Gene; snRNA; snoRNA; CD-box;
RF01610,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN104,Caenorhabditis snoRNA ceN104,Gene; snRNA; snoRNA; HACA-box;
RF01611,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN108,Caenorhabditis snoRNA ceN108,Gene; snRNA; snoRNA; CD-box;
RF01612,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN105,Nematode snoRNA ceN105,Gene; snRNA; snoRNA; HACA-box;
RF01613,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN109,Nematode snoRNA ceN109,Gene; snRNA; snoRNA; CD-box;
RF01614,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN110,Caenorhabditis snoRNA ceN110,Gene; snRNA; snoRNA; HACA-box;
RF01615,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN111,Nematode snoRNA ceN111,Gene; snRNA; snoRNA; CD-box;
RF01617,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN113,Caenorhabditis snoRNA ceN113,Gene; snRNA; snoRNA; CD-box;
RF01618,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN114,Nematode snoRNA ceN114,Gene; snRNA; snoRNA; CD-box;
RF01619,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN115,C. elegans sRNA ceN115,Gene; sRNA;
RF01620,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN125,Nematode snoRNA ceN125,Gene; snRNA; snoRNA; HACA-box;
RF01621,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN126,Caenorhabditis snoRNA ceN126,Gene; snRNA; snoRNA; HACA-box;
RF01622,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN22,Nematode snoRNA ceN22,Gene; snRNA; snoRNA; CD-box;
RF01623,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN23-1,Caenorhabditis sRNA ceN23-1,Gene; sRNA;
RF01624,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN27,Nematode snoRNA ceN27,Gene; snRNA; snoRNA; CD-box;
RF01625,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN28,Caenorhabditis snoRNA ceN28,Gene; snRNA; snoRNA; CD-box;
RF01626,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN30,Caenorhabditis snoRNA ceN30,Gene; snRNA; snoRNA; CD-box;
RF01627,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN36-1,Nematode snoRNA ceN36-1,Gene; snRNA; snoRNA; HACA-box;
RF01628,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN38,Caenorhabditis snoRNA ceN38,Gene; snRNA; snoRNA; HACA-box;
RF01629,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN39,Nematode snoRNA ceN39,Gene; snRNA; snoRNA; HACA-box;
RF01630,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN40,Nematode snoRNA ceN40,Gene; snRNA; snoRNA; CD-box;
RF01631,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN41,Caenorhabditis snoRNA ceN41,Gene; snRNA; snoRNA; HACA-box;
RF01632,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN42,Caenorhabditis snoRNA ceN42,Gene; snRNA; snoRNA; HACA-box;
RF01633,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN43,Caenorhabditis snoRNA ceN43,Gene; snRNA; snoRNA; HACA-box;
RF01634,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN44,Caenorhabditis snoRNA ceN44,Gene; snRNA; snoRNA; CD-box;
RF01635,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN45,Caenorhabditis snoRNA ceN45,Gene; snRNA; snoRNA; HACA-box;
RF01636,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN46,Caenorhabditis snoRNA ceN46,Gene; snRNA; snoRNA; HACA-box;
RF01637,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN47,Nematode snoRNA ceN47,Gene; snRNA; snoRNA; CD-box;
RF01638,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN48,Caenorhabditis snoRNA ceN48,Gene; snRNA; snoRNA; HACA-box;
RF01639,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN49,Caenorhabditis snoRNA ceN49,Gene; snRNA; snoRNA; HACA-box;
RF01640,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN51,Caenorhabditis snoRNA ceN51,Gene; snRNA; snoRNA; HACA-box;
RF01641,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN53,Caenorhabditis snoRNA ceN53,Gene; snRNA; snoRNA; CD-box;
RF01642,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN54,Caenorhabditis snoRNA ceN54,Gene; snRNA; snoRNA; CD-box;
RF01643,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN56,Caenorhabditis sRNA ceN56,Gene; sRNA;
RF01644,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN59,Caenorhabditis snoRNA ceN59,Gene; snRNA; snoRNA; HACA-box;
RF01645,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN58,Nematode snoRNA ceN58,Gene; snRNA; snoRNA; HACA-box;
RF01646,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN63,Caenorhabditis snoRNA ceN63,Gene; snRNA; snoRNA; CD-box;
RF01647,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN61,Caenorhabditis snoRNA ceN61,Gene; snRNA; snoRNA; CD-box;
RF01648,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN65,Caenorhabditis snoRNA ceN65,Gene; snRNA; snoRNA; CD-box;
RF01649,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN67,Caenorhabditis snoRNA ceN67,Gene; snRNA; snoRNA; HACA-box;
RF01650,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN68,Caenorhabditis snoRNA ceN48,Gene; snRNA; snoRNA; HACA-box;
RF01651,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN69,Caenorhabditis snoRNA ceN69,Gene; snRNA; snoRNA; CD-box;
RF01652,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN70,Caenorhabditis snoRNA ceN70,Gene; snRNA; snoRNA; CD-box;
RF01653,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN80,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;
RF01654,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN82,Caenorhabditis snoRNA ceN82,Gene; snRNA; snoRNA; HACA-box;
RF01655,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN84,Caenorhabditis snoRNA ceN84,Gene; snRNA; snoRNA; HACA-box;
RF01656,Eukaryota,Eukaryota (100.0%),"Eukaryota (98.92%), Bacteria (1.08%)",ceN72-3_ceN74-2,Nematode sRNA ceN72-3_ceN74-2,Gene; sRNA;
RF01658,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN81,Caenorhabditis snoRNA ceN81,Gene; snRNA; snoRNA; HACA-box;
RF01659,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN86,Caenorhabditis snoRNA ceN86,Gene; snRNA; snoRNA; CD-box;
RF01660,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN88,Nematode snoRNA ceN88,Gene; snRNA; snoRNA; HACA-box;
RF01661,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN92,Caenorhabditis snoRNA ceN92,Gene; snRNA; snoRNA; HACA-box;
RF01662,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN89,Caenorhabditis snoRNA ceN89,Gene; snRNA; snoRNA; CD-box;
RF01663,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN93,Caenorhabditis sRNA ceN93,Gene; sRNA;
RF01664,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ceN101,Caenorhabditis snoRNA ceN101,Gene; snRNA; snoRNA; HACA-box;
RF01665,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P13,Pseudomonas sRNA P13,Gene; sRNA;
RF01666,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),rox2,Drosophila rox2 ncRNA,Cis-reg;
RF01667,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),rox1,Drosophila rox1 ncRNA,Cis-reg;
RF01668,Bacteria,Bacteria (100.0%),"Bacteria (96.34%), Eukaryota (2.44%), Viruses (1.22%)",P10,Pseudomonas sRNA P10,Gene; sRNA;
RF01669,Bacteria,Bacteria (100.0%),"Bacteria (97.06%), Eukaryota (2.94%)",P14,Pseudomonas sRNA P14,Gene; sRNA;
RF01670,Bacteria,Bacteria (100.0%),"Bacteria (90.0%), Eukaryota (10.0%)",P17,Pseudomonas sRNA P17,Gene; sRNA;
RF01671,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P18,Pseudomonas sRNA P18,Gene; sRNA;
RF01672,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P2,Psudomonas sRNA P2,Gene; sRNA;
RF01673,Bacteria,Bacteria (100.0%),"Bacteria (96.49%), Eukaryota (3.51%)",PhrS,PhrS,Gene; sRNA;
RF01674,Bacteria,Bacteria (100.0%),"Bacteria (97.53%), Eukaryota (2.47%)",P27,Pseudomonas sRNA P27,Gene; sRNA;
RF01675,Bacteria,"Bacteria (94.74%), unclassified sequences (5.26%)","Bacteria (97.62%), Eukaryota (1.79%), unclassified sequences (0.6%)",CrcZ,Pseudomonas sRNA CrcZ,Gene; sRNA;
RF01676,Bacteria,Bacteria (100.0%),"Bacteria (98.72%), Eukaryota (1.28%)",P31,Pseudomonas sRNA P31,Gene; sRNA;
RF01677,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P35,Pseudomonas sRNA P35,Gene; sRNA;
RF01678,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P37,Pseudomonas sRNA P37,Gene; sRNA;
RF01679,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (89.74%), Eukaryota (10.26%)",P36,Pseudomonas sRNA P36,Gene; sRNA;
RF01680,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P5,Pseudomonas sRNA P5,Gene; sRNA;
RF01681,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (62.5%), Eukaryota (37.5%)",P4,Pseudomonas sRNA P4,Gene; sRNA;
RF01682,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P8,Pseudomonas sRNA P8,Gene; sRNA;
RF01683,Bacteria,Bacteria (100.0%),Bacteria (100.0%),P6,Pseudomonas sRNA P6,Gene; sRNA;
RF01684,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mascRNA-menRNA,MALAT1-associated small cytoplasmic RNA/MEN beta RNA,Gene;
RF01685,Mixed,"unclassified sequences (86.59%), Bacteria (13.41%)","Bacteria (69.13%), unclassified sequences (30.87%)",6S-Flavo,6S-Flavo RNA,Gene; sRNA;
RF01686,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Acido-1,Acido-1 RNA,Gene; sRNA;
RF01687,Mixed/Bacteria,"Bacteria (80.46%), unclassified sequences (19.54%)","Bacteria (98.94%), unclassified sequences (0.86%), Eukaryota (0.2%)",Acido-Lenti-1,Acido-Lenti-1 RNA,Gene; sRNA;
RF01688,Mixed/Bacteria,"unclassified sequences (62.34%), Bacteria (37.66%)","Bacteria (92.48%), unclassified sequences (6.57%), Eukaryota (0.96%)",Actino-pnp,Actino-pnp RNA,Cis-reg;
RF01689,unclassified sequences/Mixed,unclassified sequences (100.0%),"unclassified sequences (68.25%), Bacteria (30.81%), Eukaryota (0.47%), Archaea (0.47%)",AdoCbl-variant,AdoCbl variant RNA,Cis-reg; riboswitch;
RF01690,Bacteria,Bacteria (100.0%),"Bacteria (99.79%), Eukaryota (0.21%)",Bacillaceae-1,Bacillaceae-1 RNA,Gene; sRNA;
RF01691,Bacteria,"Bacteria (93.55%), unclassified sequences (6.45%)","Bacteria (92.91%), Eukaryota (5.51%), unclassified sequences (1.57%)",Bacillus-plasmid,Bacillus-plasmid RNA,Gene; sRNA;
RF01692,Mixed/Bacteria,"Bacteria (62.86%), unclassified sequences (37.14%)","Bacteria (93.02%), unclassified sequences (6.05%), Eukaryota (0.93%)",Bacteroid-trp,Bacteroidete tryptophan peptide leader RNA,Cis-reg; leader;
RF01693,Mixed,"unclassified sequences (58.54%), Bacteria (41.46%)","Bacteria (87.94%), unclassified sequences (12.06%)",Bacteroidales-1,Bacteroidales-1 RNA,Gene; sRNA;
RF01694,Mixed,"unclassified sequences (50.0%), Bacteria (50.0%)","Bacteria (75.31%), unclassified sequences (24.69%)",Bacteroides-1,Bacteroides-1 RNA,Gene; sRNA;
RF01695,Mixed/Bacteria,"Bacteria (87.28%), unclassified sequences (9.87%), Viruses (2.63%), Other (0.22%)","Bacteria (93.69%), Eukaryota (2.22%), Viruses (2.04%), unclassified sequences (2.0%), Other (0.04%)",C4,C4 antisense RNA,Gene; antisense;
RF01696,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Chlorobi-1,Chlorobi-1 RNA,Gene; sRNA;
RF01697,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Chlorobi-RRM,Chlorobi-RRM RNA,Cis-reg;
RF01698,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Chloroflexi-1,Chloroflexi-1 RNA,Gene; sRNA;
RF01699,Mixed,"unclassified sequences (60.82%), Bacteria (39.18%)","Bacteria (89.23%), unclassified sequences (10.5%), Eukaryota (0.27%)",Clostridiales-1,Clostridiales-1 RNA,Gene; sRNA;
RF01700,Mixed,"unclassified sequences (66.67%), Bacteria (33.33%)","Bacteria (61.11%), unclassified sequences (22.22%), Eukaryota (16.67%)",Collinsella-1,Collinsella-1 RNA,Gene; sRNA;
RF01701,Mixed,"unclassified sequences (66.79%), Bacteria (33.21%)","Bacteria (66.16%), unclassified sequences (33.84%)",Cyano-1,Cyano-1 RNA,Gene; sRNA;
RF01702,Mixed,"unclassified sequences (82.46%), Bacteria (17.54%)","unclassified sequences (71.21%), Bacteria (27.27%), Eukaryota (1.52%)",Cyano-2,Cyano-2 RNA,Gene; sRNA;
RF01703,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Dictyoglomi-1,Dictyoglomi-1 RNA,Gene; sRNA;
RF01704,Mixed,"unclassified sequences (85.33%), Bacteria (14.51%), Viruses (0.16%)","unclassified sequences (77.2%), Bacteria (20.63%), Viruses (2.02%), Eukaryota (0.14%)",Downstream-peptide,Downstream peptide RNA,Cis-reg;
RF01705,Mixed/Bacteria,"Bacteria (67.66%), unclassified sequences (32.34%)","Bacteria (97.54%), Eukaryota (1.25%), unclassified sequences (1.21%)",Flavo-1,Flavo-1 RNA,Gene; sRNA;
RF01706,unclassified sequences/Mixed,unclassified sequences (100.0%),"Bacteria (62.73%), unclassified sequences (34.55%), Eukaryota (2.73%)",Gut-1,Gut-1 RNA,Gene; sRNA;
RF01707,Bacteria,Bacteria (100.0%),"Bacteria (96.23%), Eukaryota (3.77%)",JUMPstart,JUMPstart RNA,Cis-reg;
RF01708,Bacteria,Bacteria (100.0%),"Bacteria (99.02%), Eukaryota (0.98%)",L17DE,L17 ribosomal protein downstream element,Cis-reg;
RF01709,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Lacto-rpoB,Lacto-rpoB RNA,Cis-reg;
RF01710,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Lacto-usp,Lacto-usp RNA,Gene; sRNA;
RF01711,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Lnt,Lnt RNA,Cis-reg;
RF01712,unclassified sequences/Mixed,"unclassified sequences (97.06%), Bacteria (2.94%)","unclassified sequences (70.21%), Bacteria (29.79%)",Methylobacterium-1,Methylobacterium-1 RNA,Gene; sRNA;
RF01713,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Moco-II,Moco-II RNA,Cis-reg;
RF01714,unclassified sequences,unclassified sequences (100.0%),unclassified sequences (100.0%),Ocean-V,Ocean-V RNA,Gene; sRNA;
RF01715,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Pedo-repair,Pedo-repair RNA,Cis-reg;
RF01716,Mixed,"unclassified sequences (70.77%), Bacteria (29.23%)","unclassified sequences (59.74%), Bacteria (40.26%)",PhotoRC-I,PhotoRC-I RNA,Cis-reg;
RF01717,unclassified sequences,unclassified sequences (100.0%),"unclassified sequences (90.45%), Viruses (8.74%), Archaea (0.41%), Eukaryota (0.2%), Bacteria (0.2%)",PhotoRC-II,PhotoRC-II RNA,Cis-reg;
RF01718,unclassified sequences/Mixed,"unclassified sequences (93.75%), Bacteria (6.25%)","unclassified sequences (83.33%), Bacteria (16.67%)",Polynucleobacter-1,Polynucleobacter-1 RNA,Gene; sRNA;
RF01719,Bacteria,Bacteria (100.0%),"Bacteria (98.95%), Eukaryota (1.05%)",Pseudomon-1,Pseudomon-1/ErsA RNA,Gene; sRNA;
RF01720,Bacteria,Bacteria (100.0%),"Bacteria (97.78%), Eukaryota (2.22%)",Pseudomon-Rho,Pseudomon-Rho RNA,Cis-reg;
RF01721,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Pseudomon-groES,Pseudomon-groES RNA,Cis-reg;
RF01722,Archaea,Archaea (100.0%),Archaea (100.0%),Pyrobac-1,Pyrobac-1 RNA,Gene; sRNA;
RF01723,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rhizobiales-2,Rhizobiales-2 RNA,Gene; sRNA;
RF01724,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (88.46%), Eukaryota (11.54%)",SAM-Chlorobi,SAM-Chlorobi RNA,Cis-reg;
RF01725,unclassified sequences/Mixed,"unclassified sequences (93.14%), Bacteria (6.86%)","unclassified sequences (51.39%), Bacteria (47.98%), Eukaryota (0.51%), Archaea (0.13%)",SAM-I-IV-variant,SAM-I/IV variant riboswitch,Cis-reg; riboswitch;
RF01726,Mixed,"unclassified sequences (80.95%), Bacteria (19.05%)","Bacteria (81.3%), unclassified sequences (17.5%), Eukaryota (1.2%)",SAM-II_long_loops,SAM-II long loop,Cis-reg;
RF01727,Mixed,"unclassified sequences (50.94%), Bacteria (49.06%)","Bacteria (88.45%), unclassified sequences (10.76%), Eukaryota (0.8%)",SAM-SAH,SAM/SAH riboswitch,Cis-reg; riboswitch;
RF01728,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (86.39%), Eukaryota (13.61%)",STAXI,STAXI RNA,Gene; sRNA;
RF01729,unclassified sequences/Mixed,unclassified sequences (100.0%),"unclassified sequences (86.67%), Bacteria (13.33%)",Termite-flg,Termite-flg RNA,Cis-reg;
RF01730,unclassified sequences,unclassified sequences (100.0%),unclassified sequences (100.0%),Termite-leu,Termite-leu RNA,Cis-reg;
RF01731,Mixed,"unclassified sequences (86.67%), Bacteria (13.33%)","Bacteria (87.52%), unclassified sequences (12.08%), Eukaryota (0.4%)",TwoAYGGAY,TwoAYGGAY RNA,Cis-reg;
RF01732,Bacteria,Bacteria (100.0%),Bacteria (100.0%),asd,MarS sRNA,Gene; sRNA;
RF01733,Bacteria,Bacteria (100.0%),Bacteria (100.0%),atoC,atoC RNA,Cis-reg;
RF01734,Mixed/Bacteria,"Bacteria (79.44%), unclassified sequences (11.85%), Archaea (8.71%)","Bacteria (92.61%), Archaea (5.1%), unclassified sequences (1.59%), Eukaryota (0.7%)",Fluoride,Fluoride riboswitch,Cis-reg; riboswitch;
RF01735,Bacteria,Bacteria (100.0%),"Bacteria (99.58%), Eukaryota (0.42%)",epsC,epsC RNA,Cis-reg;
RF01736,Bacteria,Bacteria (100.0%),Bacteria (100.0%),flg-Rhizobiales,flg-Rhizobiales RNA,Cis-reg;
RF01737,Archaea,Archaea (100.0%),Archaea (100.0%),flpD,flpD RNA,Cis-reg;
RF01738,Bacteria,Bacteria (100.0%),Bacteria (100.0%),gabT,gabT RNA,Cis-reg;
RF01739,unclassified sequences/Mixed,"unclassified sequences (96.65%), Bacteria (3.24%), Viruses (0.1%)","unclassified sequences (82.13%), Bacteria (16.27%), Viruses (1.51%), Eukaryota (0.09%)",glnA,Glutamine riboswitch,Cis-reg; riboswitch;
RF01740,Bacteria,Bacteria (100.0%),"Bacteria (98.08%), Eukaryota (1.92%)",gyrA,gyrA RNA,Cis-reg;
RF01742,Bacteria,Bacteria (100.0%),Bacteria (100.0%),lactis-plasmid,lactis-plasmid RNA,Gene; sRNA;
RF01743,Bacteria,Bacteria (100.0%),Bacteria (100.0%),leu-phe_leader,leu/phe leader RNA from Lactococcus,Cis-reg; leader;
RF01744,Bacteria,Bacteria (100.0%),"Bacteria (96.15%), Eukaryota (3.85%)",livK,livK RNA,Cis-reg;
RF01745,unclassified sequences/Mixed,"unclassified sequences (97.88%), Viruses (1.06%), Bacteria (1.06%)","unclassified sequences (88.52%), Viruses (8.61%), Bacteria (1.91%), Eukaryota (0.48%), Archaea (0.48%)",manA,manA RNA,Cis-reg;
RF01746,Mixed/Bacteria,"Bacteria (55.56%), unclassified sequences (44.44%)","Bacteria (95.22%), unclassified sequences (3.98%), Eukaryota (0.8%)",mraW,mraW RNA,Cis-reg;
RF01747,Mixed,"unclassified sequences (81.67%), Bacteria (18.33%)","Bacteria (87.05%), unclassified sequences (12.69%), Eukaryota (0.26%)",msiK,msiK RNA,Cis-reg;
RF01748,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (87.88%), Eukaryota (12.12%)",nuoG,nuoG RNA,Cis-reg;
RF01749,Bacteria,Bacteria (100.0%),Bacteria (100.0%),pan,pan motif,Cis-reg;
RF01750,Mixed/Bacteria,"Bacteria (54.95%), unclassified sequences (45.05%)","Bacteria (94.98%), unclassified sequences (4.9%), Eukaryota (0.12%)",ZMP-ZTP,ZMP/ZTP riboswitch,Cis-reg; riboswitch;
RF01751,unclassified sequences,unclassified sequences (100.0%),"unclassified sequences (99.27%), Eukaryota (0.73%)",potC,potC RNA,Cis-reg;
RF01752,Mixed,"unclassified sequences (61.29%), Bacteria (38.71%)","Bacteria (57.78%), unclassified sequences (42.22%)",psaA,psaA RNA,Cis-reg;
RF01753,Mixed,"unclassified sequences (69.23%), Bacteria (30.77%)","unclassified sequences (57.45%), Bacteria (42.55%)",psbNH,psbNH RNA,Cis-reg;
RF01754,Bacteria,Bacteria (100.0%),"Bacteria (98.92%), Eukaryota (1.08%)",radC,radC RNA,Cis-reg;
RF01755,Bacteria,Bacteria (100.0%),"Bacteria (98.86%), Eukaryota (1.14%)",rmf,rmf RNA,Cis-reg;
RF01756,Bacteria,Bacteria (100.0%),"Bacteria (98.89%), Eukaryota (1.11%)",rne-II,rne-II RNA,Cis-reg;
RF01757,Bacteria,Bacteria (100.0%),Bacteria (100.0%),sbcD,sbcD RNA,Gene; sRNA;
RF01758,Bacteria,Bacteria (100.0%),"Bacteria (98.89%), Eukaryota (1.11%)",sucA-II,sucA-II RNA,Cis-reg;
RF01759,Bacteria,Bacteria (100.0%),"Bacteria (98.77%), Eukaryota (1.23%)",sucC,sucC RNA,Cis-reg;
RF01760,Mixed/Bacteria,"Bacteria (70.21%), unclassified sequences (23.4%), Other (6.38%)","Bacteria (92.0%), unclassified sequences (5.5%), Other (1.5%), Eukaryota (1.0%)",traJ-II,traJ-II RNA,Cis-reg;
